state_fips,variable,CBG_count,safegraph_ratio_mean,safegraph_ratio_min,safegraph_ratio_max,census_ratio,safegraph_ratio_mean_to_census,safegraph_ratio_min_to_census,safegraph_ratio_max_to_census
48,45–54,8116,0.06239040877710912,0.060257688836885044,0.0655333313354641,0.06294258938003809,0.9912272340816012,0.95734365920439,1.0411603968146828
48,55–64,8116,0.06309004861848691,0.061017984442950035,0.06617039111044312,0.06300707020222024,1.0013169699210003,0.968430753042694,1.0502058086191002
48,Over 65,8116,0.151846107438228,0.14629679119085173,0.15861564372137507,0.15169732457968166,1.0009807876240309,0.9643992838779882,1.0456060722287785
48,White,8116,0.7786669061715336,0.7335238902047703,0.805556246455874,0.767986753079583,1.0139066892093174,0.9551257066132735,1.0489194549588772
48,Black,8116,0.02833126381197045,0.018223575944224447,0.039773995157650316,0.02826324284446428,1.0024066936650016,0.6447800786523606,1.4072693418986266
48,Asian,8116,0.015638753750002884,0.010021194325281027,0.022246786998191343,0.015199831782895263,1.0288767647811439,0.6592963967244768,1.4636206055402659
48,Less High School,8116,0.08765426195751504,0.07339800983922351,0.10638218673284727,0.0918925404436074,0.953877883170579,0.7987374109465,1.1576803320410092
48,Bachelor Degree,8116,0.08389059533360146,0.08062056435925323,0.08882056130864914,0.0815420179931945,1.028802050748891,0.9886996464323685,1.0892612605695153
48,Graduate Degree,8116,0.10298162050491937,0.08727163219330869,0.11645990310380369,0.09751727039427109,1.0560346909686398,0.8949351416468245,1.194249004642417
48,Less than 20K,8116,0.15330152914185444,0.11968068016422014,0.19648233926321648,0.1632662396741943,0.9389664969792596,0.7330399744800196,1.2034474466693577
48,20K–30K,8116,0.09498567036198603,0.07992743136003437,0.11235247880445784,0.09966287136523404,0.9530697747398077,0.8019780111203569,1.1273253245205053
48,30K–50K,8116,0.1745774334427384,0.15646738649688102,0.19608876509979628,0.18306660540819192,0.9536279599082267,0.8547019602400918,1.0711334525626248
48,50K–100K,8116,0.2606868624781864,0.2565326676624644,0.2664414315866567,0.2616849225754473,0.9961860236828389,0.9803112274781616,1.0181764733114802
49,Female,1681,0.49703396544974326,0.49634854764949987,0.4981474512809503,0.4967955543510763,1.0004798978102338,0.999100220004665,1.0027212339523446
49,Under 18,1681,0.037925863970912334,0.037119250992771566,0.03866188110454335,0.03899736868290114,0.9725236663862754,0.9518398868036176,0.9913971739712558
49,18–24,1681,0.05790751603110278,0.05663119356593794,0.059335962032417686,0.05770711407505539,1.00347274264637,0.9813554961747337,1.0282261205307162
49,25–34,1681,0.06355732112010781,0.06180561796395273,0.06587646452833551,0.06329246373085685,1.0041846591780221,0.9765083284918921,1.040826358229106
49,35–44,1681,0.06269388041140829,0.06094491060111996,0.06451107842042209,0.06324006946774799,0.991363243890517,0.9637072051636733,1.0200981587049378
49,45–54,1681,0.05911516243241723,0.0577670022493527,0.060429671685710735,0.05945930159990147,0.9942121895443722,0.9715385262690074,1.016319903861953
49,55–64,1681,0.0581870016904898,0.05683339332246559,0.05999005082479224,0.0585293633771475,0.9941505995127332,0.9710236032510121,1.0249564895868157
49,Over 65,1681,0.13650607630362785,0.13313816244645227,0.1407081318960678,0.13758807439463053,0.9921359602148418,0.967657720570934,1.0226768018606636
49,White,1681,0.8661788669877253,0.8513757732426858,0.8760287085768291,0.864299879049703,1.0021740000011203,0.9850467342177264,1.0135703241564977
49,Black,1681,0.010716024417270707,0.00986274298118934,0.011745212666659309,0.0096743155159079,1.1076777886404343,1.019477084964988,1.2140613614830054
49,Asian,1681,0.017551950351123276,0.01667628794698734,0.019197721913440022,0.017517790965092785,1.0019499825119822,0.951962948993838,1.0958985611653198
49,Less High School,1681,0.05698645589419601,0.05503036677668137,0.060035308141349844,0.05695522663530727,1.0005483124330046,0.9662039821042051,1.0540789965733046
49,Bachelor Degree,1681,0.10561666859953968,0.10272854904444556,0.10803997004858126,0.10595546143964864,0.9968024976201728,0.969544633647402,1.0196734418463171
49,Graduate Degree,1681,0.13737797749653513,0.13279601097528368,0.14353368861188834,0.140275846943435,0.9793416364253469,0.9466776631106886,1.0232245375054982
49,Less than 20K,1681,0.0901642993839365,0.0846860707354018,0.09634141063402599,0.0895726223301466,1.0066055569034151,0.9454459245735382,1.0755676023297722
49,20K–30K,1681,0.06642340770900262,0.06331255998228895,0.07023436314550426,0.06643185100952456,0.9998729028260747,0.953045248930541,1.0572392922701268
49,30K–50K,1681,0.15157905873498564,0.14780054669119255,0.15679525520625023,0.15297885180111925,0.9908497609332733,0.9661501897225717,1.0249472614037691
49,50K–100K,1681,0.3089020325274525,0.3041264092216341,0.31299204612088655,0.31049294560004675,0.9948761699898859,0.9794953912202129,1.0080488157823042
50,Female,521,0.5068552046903454,0.5051172198881198,0.5087767297964149,0.5065023582305976,1.0006966333996556,0.9972652874760215,1.0044903474364117
50,Under 18,521,0.033424624028693846,0.03250578110516451,0.034284720018705334,0.03367747597544203,0.992491956732964,0.9652083525757117,1.0180311625403908
50,18–24,521,0.06315964348924039,0.06176004702790901,0.06466959519850712,0.06261341570513422,1.008723813865682,0.9863708333491342,1.0328392800523147
50,25–34,521,0.08192553501446535,0.07968879146766503,0.08457264992053071,0.08129011195613459,1.007816732478775,0.9803011651732789,1.0403805319663901
50,35–44,521,0.08306740601837008,0.08114480824182495,0.08470425975645839,0.08298658454658717,1.000973910087088,0.9778063368335362,1.02069822754191
50,45–54,521,0.09200331150368901,0.08952535812167696,0.0940557406301599,0.09030777274509835,1.0187751143345818,0.9913361319891054,1.041502162783269
50,55–64,521,0.09605234638886369,0.09357742181665399,0.0983392819324261,0.09507725670662881,1.0102557616407004,0.9842250929199322,1.0343092064158164
50,Over 65,521,0.24502205974212105,0.2393056021586553,0.25024912147378875,0.2438845326901787,1.0046642033399773,0.9812250064363848,1.0260967299295498
50,White,521,0.9415159594427077,0.9369944488815842,0.9459264783349987,0.9416485273793226,0.9998592171784266,0.9950575205478301,1.00454304427957
50,Black,521,0.011663040608388978,0.010232040075024228,0.013864914632506197,0.011863975989019619,0.9830634029589564,0.862446121308254,1.1686566666468723
50,Asian,521,0.013504798064151752,0.012172166750157991,0.014991855913605833,0.012807742215507659,1.0544245688986538,0.9503756825633084,1.1705307353433176
50,Less High School,521,0.06657324956453786,0.0639484719669773,0.06908111140188374,0.06766712885549545,0.9838344066098388,0.9450448548443747,1.0208961510604044
